ID,Country.of.Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture
831,Mexico,7.705234953476149,7.447101911370913,7.378615817440527,7.859520318845148,7.454699272229618,7.545257894840212,9.34221847222497,10.035242764833269,9.979028806829989,7.375624576938021,81.91277194290605,0.10507013641086119
832,Brazil,7.463170662496919,7.577804974877208,7.20743406018154,7.532131204482626,7.314469631329296,7.518885296489422,10.013038894125811,9.950268398292707,10.041342659032498,7.304253918850765,81.90423994071938,0.11513505308572411
833,Colombia,7.700372601229542,7.28825659237476,7.290359017456703,7.575762079242066,7.313268353391077,7.3708052531701265,10.032781278391763,10.03361813136598,9.991268283224002,7.2970395520798155,81.94870805869772,0.1213342280328028
834,Guatemala,7.425416869549746,7.549032463559581,7.221905613239319,7.5262809700172495,7.367849604111182,7.370155939153702,9.974735386056906,9.960656821733535,9.973371515089918,7.372210643160428,81.83619199354035,0.1470496606138385
835,Costa Rica,7.297822290175593,7.310030085359184,7.517036487514384,7.282488914756918,7.63916296927321,7.427889905177137,9.983496655788505,10.023865710690831,10.03900588935638,7.313104046152571,81.80096596107119,0.002791325050680138
836,Brazil,7.373882146033855,7.453527192705669,7.377165913737469,7.504713874964272,7.466887366355099,7.223901862835207,10.03872900999205,10.041835886723641,10.038179796617552,7.3605995199078285,81.86969903488291,0.12940249292414896
837,Indonesia,7.760535036071588,7.814769571002041,7.559086292404209,7.7693912322319765,7.965223205353867,7.850449429205124,9.968954987571989,10.003519182071114,9.993951421478428,5.170621265975861,81.85993310273041,0.14818532616830438
838,Guatemala,7.597183885239103,7.453341425862077,7.299103346606102,7.376184440163656,7.574287774785132,7.265521099970101,9.965576915973518,9.954242621025696,9.977007718958554,7.1630596898895655,81.84924583572884,0.10357729548335708
839,Brazil,7.193911748952841,7.622767177262285,6.850929422094402,7.537525819113805,7.792075608744426,7.20980431846917,10.01956702796435,10.035836375328676,10.020313600209324,7.7152276889660865,81.83416933067187,-0.011391480008559385
840,Brazil,7.621691419799493,7.008570945341303,6.906818437106717,6.91350431568052,7.669600411222456,7.53942728655299,10.033536916698816,10.031502333891098,10.013971077026856,8.268492925706168,81.84794110156332,-0.042641999366550935
841,Myanmar,7.313573076029393,7.584373608443451,7.538407503764853,7.420031184206952,7.317730049129561,7.285013759206558,9.994165000120395,9.975698030667862,10.036342738277575,7.371810604770738,81.8571402655798,0.0022019908843377706
842,Mexico,7.59726689633863,7.542179784337267,7.326753196539868,7.464561932202974,7.123337396976711,7.3556324708884295,9.986648464146933,10.048244245621222,9.956266523193964,7.44178486406275,81.80661262210693,0.1064620652951013
843,Honduras,7.515310296956293,7.481604802387572,7.301665681237963,7.537128884330076,7.409168188380102,7.272818095174701,10.03558752802122,10.0497466385985,10.028082755150963,7.339475280870515,81.86068594897758,0.0833108068066323
844,Costa Rica,7.687860506122916,7.5274594222090565,7.4909721176312205,7.256974886459886,7.100297092733895,7.421997097645545,9.999143739239596,9.963939204509007,10.045238409586224,7.454486079656274,81.841671352564,0.04783969342895486
845,Taiwan,7.656051139488061,7.3003724924679325,7.190893194052159,7.275011216797895,7.753377036141737,7.31178815634013,9.961849030548866,9.95660510277913,10.022684060733887,7.319352690653216,81.8269255007523,-0.006565775975408562
846,Indonesia,7.432764216566202,7.385780985162145,7.436157221269612,7.337087074981943,7.372788959101773,7.45364484079766,10.026693977429426,9.963567501270823,9.994124659825932,7.385233576389881,81.7823011877079,0.13701024732242179
847,Malawi,7.622987324613095,7.4242174937796594,7.362143637447343,7.29085235903201,7.3747923051418365,7.445787827203661,10.024067808060703,9.954370928999882,9.967293928508264,7.377628636300656,81.87859368821067,0.13061561434575153
848,Brazil,7.363727820663344,7.600899261350449,7.257219597608199,7.203076512490887,7.834965480093999,7.342556008974364,10.03633986738148,10.04560051335653,9.991743996836632,7.291448864243575,81.84091127458481,0.1541232691722419
849,Honduras,7.5345879622284135,7.541018209299206,7.368618073162409,7.284816414878083,7.352022497838301,7.375089925440189,10.031359091461535,9.95151372988,9.982168725982177,7.514760545255082,81.87956557477713,0.07076466439568678
850,Mexico,7.370774344149069,7.405964154046635,7.261765051047145,7.544684591577562,7.336186030636862,7.4226123954920356,9.980429259312498,10.036816377589878,9.97871799360325,7.46201811233495,81.78172347768711,0.14127941199124733
851,Colombia,7.495165359838427,7.4517902254014095,6.967439575377092,7.4361533614092545,7.478259932132835,7.538554502807241,10.007142921328857,9.966341097590986,10.02560827318987,7.28828692010475,81.82125457947139,-0.032273242942084654
852,United States (Hawaii),7.83975838562156,7.8247539168555384,7.836704967609975,7.954124195034744,7.872540138727726,7.785346561767428,10.001336686337282,6.718535820483461,9.997990985610928,8.021320564940845,81.84408711695626,0.011633194014420867
853,Brazil,7.787893244169344,7.768984299545709,7.532680326890719,7.4032945307435165,7.791337030052164,7.762212282842799,9.300883467622132,9.36373402391416,9.374987039170191,7.832111655457298,81.79482303536734,0.1242936331548741
854,Guatemala,7.873866964221913,7.622314887799391,7.29271373748006,7.30383906796866,7.6378724609984046,7.8221296864610474,9.3481985129112,9.96505691482777,9.345626206135902,7.457356262726926,81.81958495447849,0.09120888893451277
855,Mexico,7.870542785075033,7.297486535555858,7.283418919399586,7.58284221831895,7.258454998842651,7.372500280094837,10.007541487764808,9.965687698409031,10.008896133658775,7.214892297463358,81.82354013722181,0.10549790428472267
856,Mexico,7.31852932543911,7.376853990307444,7.238381737548031,7.540344836059443,7.548483179993618,7.506474747321253,10.042590649181045,10.016855930580853,10.024310334506316,7.387332521892581,81.85773130282169,0.08954041600641358
857,Brazil,7.282904111255608,7.6645087033742705,7.296044938318795,7.52758300962628,7.4620857359153145,7.284832103976524,9.99721714701055,9.975539006481611,9.962416230914936,7.330149568203325,81.86343868555792,0.028254044967666276
858,Colombia,7.61223636695517,7.50628750271961,7.138242229683274,7.565501278157312,7.314339970827332,7.346865723979758,10.032282826009734,9.965732524217174,9.988076264975987,7.370509054347309,81.84767830569373,0.09699605084400659
859,United States (Hawaii),7.2969419544482825,7.539963264006212,7.873081003351386,7.715811800903391,7.795567129322067,7.761926434564376,9.338619725600703,9.308037333266535,10.02917457469801,7.377300953596553,81.84195281628787,0.003997096869395669
860,Guatemala,7.4837155051001405,7.459479580336207,7.272147481337876,7.463681358958454,7.435127657764459,7.365281308405377,10.013211129485926,9.977044493390054,9.97492007911977,7.291308968091843,81.75729575646209,0.15077749502631171
861,Vietnam,6.973702364933934,7.032461304643613,7.307408811801966,7.538524832953932,7.493883342692285,7.361989952267926,10.039835167938833,9.96150037907664,10.04136421460444,7.985530179963356,81.74827859363843,0.10853855683692525
862,"Tanzania, United Republic Of",7.445021784393796,7.4334035314709315,7.425075035047433,7.469304119893986,7.375988870040272,7.360214438037705,9.951330054780298,9.978007394989424,9.95771630820522,7.468432493192993,81.73011553287188,0.09511349565121435
863,Brazil,7.132059967096555,7.235172414616244,7.219570320101036,7.222247542616081,7.404892245519379,8.299332062244895,10.000127686649641,9.953883646821454,9.958325171798778,7.28773801819744,81.76895742590379,0.09077725289079203
864,Mexico,7.534278988709505,7.506313782206364,7.347418362290277,7.372141821029978,7.275711774758909,7.2998532193475585,9.961217413288962,10.022547092266414,9.95793890781365,7.486928256456547,81.76831962262574,0.08096915869069607
865,Mexico,7.415232574531555,7.529002547633132,7.204341038296451,7.6758787148958,7.36161244522241,7.453992652201849,9.960193448488544,10.004836896764369,10.048626598288399,7.244731020109772,81.76687572040093,0.09619330196339825
866,Mexico,7.445078025089537,7.5066308563539845,7.28638677615647,7.545833198537391,7.3329195046271245,7.362828516047247,9.966567627800993,10.007855668571702,10.030538370483434,7.214750717958715,81.76489122975923,0.10731144254286402
867,Mexico,7.357435963979635,7.411463218018581,7.30169884705509,7.654499572106515,7.397368314230218,7.210963802083756,9.959729868045741,9.996987354747516,10.031872277523522,7.350713379142787,81.73135937544274,0.10707670061740232
868,Mexico,7.485792193756789,7.419855207481855,7.218465873209573,7.31015290096259,7.6770690113262505,7.293136246549453,9.955673851096407,10.01176214331946,9.954144762286875,7.294566574659261,81.76377900436822,0.13332164089212317
869,Colombia,7.302931641794128,7.450299609709865,7.347566046129764,7.367184048704172,7.467349710392812,7.633938956757009,10.044703319026512,9.96944783075151,10.033284346163796,7.184606207880676,81.75320866815643,-0.04784137579425373
870,Colombia,7.4279608243551705,7.54630040038572,6.93074937864205,7.078834514757239,7.263544567660422,7.976237645196981,10.040508284820891,9.981623539765259,10.022114739185573,7.537676592234031,81.75808605963857,0.12407119388059676
871,Brazil,7.440949818332332,7.53403907746005,7.253797110193556,7.461972807883517,7.498216294810959,7.2912937497326205,9.994640192945877,9.960677611614265,9.960333637939307,7.212490062097576,81.69544279525059,0.14948011137669936
872,Guatemala,7.39028879945241,7.407642177787334,7.098248752610996,7.435816991296729,7.308196988591717,7.393176102291563,10.04910249066417,10.002749654269609,9.971289374159415,7.574141585730822,81.63351488682682,0.11760053448513044
873,Guatemala,7.461428528153301,7.330053095617957,7.135671746063359,7.649603530711896,7.354661720493199,7.453675014247467,9.956830199832488,9.97360024231466,9.972170133210167,7.323490151933168,81.64074298079909,0.13253922827661868
874,Honduras,7.580309163574338,7.540418621353402,7.299379147399696,7.365560176920224,7.375363575188091,7.257982210226256,9.994738912338189,9.995422622175601,9.987993372949939,7.269578115072576,81.70307088055148,0.12056457926571684
875,"Tanzania, United Republic Of",7.162337970151663,7.2815317601995675,7.302880366188621,7.3718149181144454,7.516982096877828,7.324009689639578,10.033709309812707,9.973726403514576,9.988351619865432,7.604322497603309,81.63724192277793,0.04788939512496114
876,Nicaragua,7.623226229617797,7.469211827534096,7.284346814255086,7.222277578225508,7.503834003756243,7.258880928398188,9.98181062009569,10.043443067003038,9.976084036885668,7.379594608870781,81.7055238327574,0.08308424028560846
877,Colombia,7.714324808138078,7.731632623699997,7.766008226308146,7.710929346476542,5.205451006907345,7.874028476971833,10.041814658159536,10.000503383544126,9.982325770390391,7.68806749875197,81.66753641500684,0.040950589247184074
878,Brazil,7.202605704192762,7.771988082874806,6.877535950321931,7.381133561525453,7.5051014565484575,7.56919091367113,9.964727059241953,9.951961455850643,10.042806106848714,7.222575423682871,81.62667490912962,0.006788963766919953
879,"Tanzania, United Republic Of",7.46607895185651,7.307665352360341,7.2149791035121815,7.417361598217435,7.502549866029425,7.388602406891909,9.991881797346407,9.99497519156275,10.047617945788293,7.342703503581853,81.63767117301795,0.13170493959295942
880,"Tanzania, United Republic Of",7.365928766706388,7.330903214296918,7.511376777885236,7.2918755033383125,7.412570985595512,7.30694678967037,10.005129491750452,9.983201372037371,10.004202618336492,7.483101210170728,81.70177158567384,0.13746471433579718
881,Brazil,7.259899991326338,7.380542180141112,7.231372549087722,7.549778777704815,7.52428617332922,7.406859548454515,9.971097648348616,9.965654933594985,9.971632624691068,7.360219557854808,81.62106863322558,0.09705479201949063
882,Indonesia,7.171263787830228,7.434157975240943,7.328718536565112,7.4002244339410925,7.368998471747281,7.4644807722457,9.954779587424781,10.03256899517901,10.016021912902344,7.5659834041242835,81.63214659214316,0.15789124136460797
883,Honduras,7.467871199596403,7.325515457547942,7.471083084084778,7.50924778375447,7.218276037759117,7.1702433877036205,9.999730715884116,9.996376423326497,9.962005257734608,7.503801533417577,81.66095741332319,0.07311110552999141
884,Costa Rica,7.4753279343800525,7.145523618065011,7.202193221919691,7.17425099255741,7.542704760976608,7.032372275572913,10.045282896268954,10.011431592312181,10.019378802561066,8.067607559183799,81.68955112654712,0.09592774322572709
885,Mexico,7.37919242582224,7.448857578102237,7.666889686913536,7.959160570890701,7.57577948105613,7.521971274759473,9.36548910057608,9.364374075599585,10.047480120372823,7.445039408035202,81.66080039288164,-0.007075089664838476
886,Taiwan,7.509453745499003,7.507396420573732,7.467011020525004,7.2790365882733195,7.374359151258224,7.2825375019140255,10.032623854115124,9.961797220982815,9.981847278811854,7.2377594009718385,81.67172954569591,0.14171672198356505
887,Taiwan,7.588495565754783,7.464920438727562,7.328113717683846,7.448505849498326,7.3613843024515795,7.334081164036888,9.987822920438648,10.008585888129874,10.023215495808607,7.286478108898105,81.65499550062452,0.09651696262634937
888,Mexico,7.542625931978355,7.405625931551487,7.058964213532971,7.57346477850772,7.32375232024586,7.280796153946105,9.977107026000729,9.956722700165374,10.013432480924976,7.43188499991819,81.67845411393716,0.14705339118773136
889,Guatemala,7.463952447703763,7.6811114747518126,7.287664132813676,7.289315171940961,7.326894801426153,7.296822483373622,9.985381677793203,10.001339625198158,10.021041353204689,7.197902632677123,81.62804273811427,0.09064542295232472
890,Mexico,7.238793494340348,7.6652695465243506,7.61513827357448,7.705865898388643,7.708970667759976,7.542544907482392,8.620962721707553,10.027916927355179,10.019407169215807,7.534416342037719,81.62056801411545,0.12640825670253242
891,Mexico,7.675015949444705,7.260458472197397,7.125633414480259,7.775981663901368,7.454951959891255,7.274654070111747,10.002366652842102,9.958085961033321,10.018698594095378,7.0342366022131415,81.64075206954907,0.0834946161514537
892,Mexico,7.523464481053478,7.4397382614950684,7.310229069292261,7.457311999702457,7.385769244233242,7.424195295228572,10.00252981495131,9.999820947719453,10.039405909259782,7.1987449258038305,81.65494154043394,0.08711902105709989
893,Mexico,7.629459617059871,7.414725296946429,7.256135922622237,7.60746519079406,7.214048541365293,7.215011642199557,9.975390494143046,10.040912366336553,10.043172694197176,7.464114781044773,81.65733083921104,0.13235993745561114
